"","glbq","suicide","hopeless","fight","rape","bully","ebully","academictrouble"
"7141",1,1,1,1,0,1,0,TRUE
"7142",0,0,1,0,0,1,1,FALSE
"7144",0,0,0,0,0,0,0,FALSE
"7145",0,0,0,0,0,0,0,FALSE
"7146",0,0,0,1,0,0,0,FALSE
"7147",0,0,0,0,0,0,0,TRUE
"7148",0,0,1,0,0,0,1,FALSE
"7149",0,0,0,0,0,0,0,FALSE
"7150",0,0,0,0,0,0,0,FALSE
"7151",0,0,1,0,0,0,0,TRUE
"7152",0,0,1,1,0,0,0,FALSE
"7153",0,0,0,0,0,0,0,FALSE
"7154",0,0,0,0,0,1,0,FALSE
"7155",0,0,0,0,0,0,0,FALSE
"7156",0,0,1,0,0,0,0,FALSE
"7157",1,1,1,1,0,0,0,FALSE
"7158",0,0,1,1,0,1,1,FALSE
"7159",0,0,1,0,0,0,0,FALSE
"7160",1,0,1,1,0,0,0,FALSE
"7161",0,0,0,0,1,0,0,FALSE
"7162",0,0,0,0,0,0,0,FALSE
"7163",0,0,1,0,0,0,0,FALSE
"7164",0,0,0,0,0,0,0,FALSE
"7165",0,0,1,0,0,0,0,FALSE
"7166",0,1,1,1,0,1,1,FALSE
"7167",0,0,0,0,0,0,0,FALSE
"7168",1,0,0,1,0,0,0,FALSE
"7169",0,0,0,0,0,0,0,FALSE
"7171",1,0,1,0,0,1,0,FALSE
"7173",1,0,0,1,0,0,0,FALSE
"7174",0,1,1,0,1,1,0,FALSE
"7175",0,0,0,0,0,0,0,FALSE
"7178",0,0,0,0,0,0,0,FALSE
"7180",0,0,0,0,0,0,0,FALSE
"7182",0,0,0,1,0,0,0,FALSE
"7183",0,0,0,0,0,0,0,FALSE
"7184",0,0,0,0,0,0,0,FALSE
"7186",0,0,0,0,0,0,0,FALSE
"7187",1,0,1,1,0,0,0,FALSE
"7189",0,0,0,1,0,1,1,FALSE
"7190",0,0,1,0,0,1,1,FALSE
"7191",0,0,0,0,0,0,0,FALSE
"7192",0,0,0,0,0,0,0,FALSE
"7193",0,0,1,1,0,0,0,FALSE
"7194",0,0,0,0,0,0,0,FALSE
"7195",1,0,1,0,0,0,0,FALSE
"7196",0,0,0,0,0,0,0,FALSE
"7197",0,0,1,0,0,0,0,FALSE
"7198",0,0,0,0,0,0,0,FALSE
"7200",1,0,1,0,1,0,1,FALSE
"7201",0,0,0,0,0,0,0,FALSE
"7202",0,0,0,0,0,0,0,FALSE
"7203",0,0,1,1,1,0,0,FALSE
"7204",0,0,0,0,0,0,0,FALSE
"7205",0,0,1,1,0,1,1,FALSE
"7206",0,0,0,0,0,0,0,FALSE
"7207",0,0,1,0,0,0,0,FALSE
"7208",0,0,0,0,0,0,0,FALSE
"7209",0,0,1,0,0,0,0,FALSE
"7210",0,0,1,0,0,0,0,FALSE
"7211",0,0,1,0,0,0,0,FALSE
"7212",0,0,1,0,0,0,0,FALSE
"7213",0,0,0,1,0,0,0,FALSE
"7214",0,1,1,1,0,1,1,FALSE
"7217",0,0,0,0,1,0,0,TRUE
"7218",0,0,1,0,1,1,0,FALSE
"7219",0,0,0,1,0,0,1,FALSE
"7220",0,0,0,0,0,0,0,FALSE
"7221",1,0,1,0,0,0,0,FALSE
"7222",0,0,1,0,0,1,1,FALSE
"7223",0,0,0,1,0,0,0,FALSE
"7224",0,0,0,0,0,0,0,FALSE
"7225",0,0,0,0,0,0,0,FALSE
"7226",0,1,0,1,0,1,0,FALSE
"7227",0,0,0,0,0,0,0,FALSE
"7228",1,0,0,0,0,0,0,FALSE
"7229",1,0,0,0,0,0,0,FALSE
"7230",0,0,0,0,0,1,1,FALSE
"7231",0,0,0,0,0,0,0,FALSE
"7232",0,0,0,0,0,0,0,FALSE
"7233",0,0,0,0,0,0,0,FALSE
"7234",0,0,1,1,0,0,0,FALSE
"7235",0,0,0,0,0,0,0,FALSE
"7238",0,0,0,0,0,0,0,FALSE
"7239",0,0,0,0,0,0,0,FALSE
"7240",0,0,0,0,0,1,0,FALSE
"7241",0,1,1,1,1,1,1,TRUE
"7242",0,0,0,0,0,0,0,FALSE
"7243",0,0,0,0,0,0,0,FALSE
"7244",0,0,0,0,0,1,0,FALSE
"7245",0,0,0,0,0,1,0,FALSE
"7246",1,0,1,0,0,0,0,FALSE
"7247",0,0,0,1,0,0,0,FALSE
"7248",0,0,0,0,1,0,0,FALSE
"7250",1,0,0,0,0,0,0,FALSE
"7251",0,0,0,0,0,1,0,FALSE
"7253",1,0,1,0,0,1,1,FALSE
"7254",0,0,1,0,0,0,0,FALSE
"7255",0,0,1,1,0,0,0,FALSE
"7256",0,0,1,0,0,0,0,FALSE
"7257",0,1,1,0,0,1,1,FALSE
"7259",0,0,0,0,0,1,0,FALSE
"7260",0,0,0,1,0,0,0,FALSE
"7261",0,0,0,0,0,0,0,FALSE
"7262",0,0,0,0,0,0,0,FALSE
"7265",0,0,0,0,0,0,0,FALSE
"7266",1,0,1,1,1,1,0,FALSE
"7267",0,0,0,0,0,0,0,FALSE
"7268",0,0,1,0,0,0,0,TRUE
"7269",0,0,0,1,0,0,0,FALSE
"7270",0,0,1,0,0,0,0,FALSE
"7271",0,0,0,1,0,0,0,FALSE
"7272",1,1,1,0,0,0,0,FALSE
"7274",1,0,0,0,0,0,0,FALSE
"7276",1,0,0,0,0,0,0,FALSE
"7277",0,0,0,0,0,0,0,FALSE
"7278",0,0,1,1,0,0,0,FALSE
"7279",1,1,1,0,1,1,1,FALSE
"7281",0,0,0,0,0,0,0,FALSE
"7282",0,0,0,0,0,0,0,FALSE
"7283",0,0,0,0,0,0,0,FALSE
"7284",0,0,0,0,0,0,0,FALSE
"7285",0,0,1,0,1,0,0,FALSE
"7286",0,0,0,0,0,0,0,FALSE
"7287",0,0,0,0,0,0,0,FALSE
"7288",0,0,1,0,0,0,0,FALSE
"7289",0,0,0,0,0,0,0,TRUE
"7290",0,0,0,0,0,0,0,FALSE
"7292",0,0,1,0,0,0,0,FALSE
"7293",1,0,1,1,0,1,1,FALSE
"7294",0,1,1,0,1,1,1,FALSE
"7296",0,0,0,0,0,0,0,FALSE
"7297",0,0,0,0,0,0,0,FALSE
"7298",0,0,1,1,0,1,0,FALSE
"7299",0,0,1,1,1,0,0,FALSE
"7300",0,0,0,0,0,0,0,FALSE
"7301",0,0,0,0,1,0,0,FALSE
"7302",0,0,0,0,0,0,0,TRUE
"7303",0,0,0,0,0,0,0,FALSE
"7304",0,1,1,0,0,0,0,FALSE
"7305",1,1,1,1,0,0,0,FALSE
"7306",0,0,0,1,0,0,0,FALSE
"7307",0,0,1,0,0,0,0,FALSE
"7308",0,0,0,0,0,0,0,FALSE
"7309",1,1,1,1,0,1,1,FALSE
"7310",0,0,0,0,0,0,0,FALSE
"7312",0,0,0,0,0,0,0,FALSE
"7313",0,0,0,1,0,0,0,FALSE
"7314",1,0,1,0,1,0,1,FALSE
"7315",0,0,0,1,0,0,0,FALSE
"7317",0,0,0,0,0,0,0,FALSE
"7318",1,0,1,0,0,0,0,FALSE
"7319",0,0,0,0,1,0,0,FALSE
"7320",0,0,1,0,0,0,1,FALSE
"7321",0,1,1,0,0,0,0,FALSE
"7323",0,0,0,1,1,0,0,FALSE
"7325",1,0,0,0,0,0,0,FALSE
"7326",1,0,1,0,0,1,0,FALSE
"7327",0,0,1,0,0,0,0,FALSE
"7328",0,0,0,0,0,0,0,FALSE
"7329",0,0,1,1,0,0,0,FALSE
"7330",1,0,0,0,0,1,1,FALSE
"7331",0,0,0,0,0,0,1,FALSE
"7333",0,1,1,1,0,1,1,FALSE
"7334",1,0,1,0,0,0,0,FALSE
"7335",0,0,0,0,0,0,0,FALSE
"7336",0,0,0,0,0,0,0,FALSE
"7337",0,0,0,0,0,0,0,FALSE
"7340",0,0,0,1,0,0,0,FALSE
"7341",0,0,1,0,0,0,0,FALSE
"7342",0,0,0,0,0,0,0,FALSE
"7343",0,0,0,0,0,0,0,FALSE
"7344",1,1,1,0,1,1,0,FALSE
"7345",0,0,0,0,0,0,1,FALSE
"7346",0,0,1,0,0,1,0,FALSE
"7347",0,0,0,0,0,0,0,FALSE
"7349",0,0,1,0,0,0,0,FALSE
"7350",0,0,0,0,0,0,0,FALSE
"7352",0,0,0,0,0,0,1,FALSE
"7353",0,0,0,0,0,0,0,FALSE
"7354",0,0,0,0,0,0,1,FALSE
"7355",1,0,0,1,0,1,0,FALSE
"7356",0,0,1,0,0,0,1,FALSE
"7358",0,1,1,1,0,0,0,FALSE
"7359",0,0,1,1,0,1,1,FALSE
"7360",0,0,0,0,0,0,0,FALSE
"7361",1,0,1,0,0,1,0,FALSE
"7362",0,0,0,0,0,0,0,FALSE
"7363",0,0,1,1,0,0,0,FALSE
"7364",0,0,0,0,0,0,0,FALSE
"7365",0,0,1,0,0,0,0,FALSE
"7366",0,0,0,0,0,0,0,FALSE
"7367",0,0,0,0,0,0,0,FALSE
"7368",0,0,0,0,0,0,0,FALSE
"7369",0,0,0,0,0,0,0,FALSE
"7370",0,0,0,0,0,0,0,FALSE
"7371",0,0,1,0,0,0,0,TRUE
"7372",0,1,0,1,1,0,0,TRUE
"7374",0,0,0,0,0,0,0,FALSE
"7375",0,0,1,0,0,1,0,FALSE
"7376",0,0,0,0,0,0,0,FALSE
"7377",0,0,0,0,0,0,0,FALSE
"7378",0,0,0,1,0,0,0,TRUE
"7379",0,0,0,1,0,1,1,FALSE
"7380",0,0,0,1,0,0,0,FALSE
"7381",0,0,1,0,0,0,0,FALSE
"7382",0,0,0,0,0,0,0,FALSE
"7383",0,1,1,0,0,0,0,FALSE
"7384",0,0,0,0,0,0,0,FALSE
"7385",0,0,0,0,0,0,0,FALSE
"7388",0,0,1,0,0,0,0,FALSE
"7389",1,0,1,0,1,0,0,FALSE
"7390",0,0,0,1,0,0,0,FALSE
"7391",1,0,1,0,0,0,1,FALSE
"7393",0,0,1,0,0,0,0,FALSE
"7394",0,0,0,0,0,0,0,FALSE
"7395",0,0,0,0,0,0,0,FALSE
"7396",0,0,0,0,0,1,0,FALSE
"7397",0,0,0,0,0,0,0,FALSE
"7398",0,0,0,0,0,0,0,FALSE
"7399",0,0,0,0,0,0,0,FALSE
"7400",0,0,0,0,0,0,1,FALSE
"7401",0,0,0,0,0,0,0,FALSE
"7402",0,0,0,0,0,0,0,FALSE
"7403",0,0,0,0,0,1,1,FALSE
"7404",0,0,0,0,0,1,1,FALSE
"7405",0,0,0,0,0,0,0,FALSE
"7406",1,0,1,0,0,0,0,FALSE
"7407",1,0,0,0,0,0,0,FALSE
"7408",0,0,0,0,0,0,0,FALSE
"7409",1,0,1,0,0,1,0,FALSE
"7410",0,0,0,0,0,0,0,FALSE
"7411",0,0,0,0,0,0,0,FALSE
"7412",0,0,1,0,0,1,1,FALSE
"7413",0,0,0,0,0,0,1,FALSE
"7414",0,0,0,0,0,0,0,FALSE
"7415",0,0,0,0,0,0,0,FALSE
"7416",0,0,0,1,0,0,0,FALSE
"7418",0,0,0,0,0,0,0,FALSE
"7420",0,0,0,0,0,0,0,FALSE
"7421",0,0,0,1,0,0,0,TRUE
"7422",0,0,0,1,0,0,0,FALSE
"7423",0,0,0,0,0,0,0,FALSE
"7424",0,0,0,1,0,0,0,FALSE
"7425",1,1,1,1,0,0,0,FALSE
"7426",0,1,1,0,1,1,1,FALSE
"7427",1,0,0,1,0,1,1,FALSE
"7428",0,0,1,0,0,0,0,FALSE
"7430",0,1,0,1,0,1,0,FALSE
"7431",0,0,0,0,0,0,0,FALSE
"7432",0,0,1,0,0,0,0,FALSE
"7433",0,0,0,0,0,1,0,FALSE
"7434",0,0,0,0,0,0,0,FALSE
"7435",0,0,0,0,0,0,0,FALSE
"7436",0,0,0,0,0,0,0,FALSE
"7437",0,0,0,0,0,0,0,FALSE
"7438",0,0,0,0,0,0,0,FALSE
"7439",0,0,0,0,0,0,0,TRUE
"7440",0,0,0,0,0,1,0,FALSE
"7441",1,0,0,0,0,0,0,FALSE
"7442",0,0,0,1,0,0,0,FALSE
"7443",0,1,1,1,0,1,1,FALSE
"7444",0,0,0,0,0,0,0,FALSE
"7445",0,0,0,0,0,0,0,FALSE
"7446",0,0,0,1,0,0,0,FALSE
"7447",0,0,0,0,0,0,0,FALSE
"7448",0,0,0,0,0,0,0,FALSE
"7449",1,0,0,0,0,1,0,FALSE
"7450",1,0,0,0,0,0,0,FALSE
"7451",0,0,0,0,0,0,0,FALSE
"7452",0,0,0,0,0,0,0,FALSE
"7453",0,0,0,0,0,0,0,FALSE
"7454",0,0,0,0,0,0,0,FALSE
"7455",0,0,1,0,0,0,0,FALSE
"7456",0,0,0,0,1,0,0,FALSE
"7457",0,0,0,0,0,0,0,FALSE
"7458",0,1,1,0,0,0,0,FALSE
"7459",0,0,0,1,0,0,0,FALSE
"7460",0,0,0,0,0,0,0,FALSE
"7461",0,0,0,0,0,0,0,FALSE
"7462",1,0,1,0,0,0,0,FALSE
"7463",0,0,0,0,0,0,0,FALSE
"7464",0,0,1,0,0,0,1,FALSE
"7465",0,0,0,0,0,0,0,FALSE
"7466",0,0,0,0,0,0,1,FALSE
"7467",0,0,0,0,0,0,0,FALSE
"7468",0,0,0,0,0,1,0,FALSE
"7469",0,0,0,0,0,0,0,FALSE
"7470",0,0,0,0,0,0,0,FALSE
"7471",0,0,0,0,0,0,0,FALSE
"7472",0,0,1,0,0,0,0,FALSE
"7473",0,0,0,0,0,0,0,FALSE
"7480",0,0,0,0,0,0,0,FALSE
"7482",1,0,0,1,0,0,0,FALSE
"7485",0,0,0,0,0,0,0,FALSE
"7489",0,0,0,0,0,0,0,FALSE
"7491",0,0,0,0,0,0,0,FALSE
"7493",0,0,0,1,0,0,0,FALSE
"7494",0,0,0,0,0,0,0,FALSE
"7495",0,0,0,1,0,0,0,FALSE
"7496",0,0,0,0,0,0,0,FALSE
"7497",0,0,0,0,0,0,0,FALSE
"7498",0,1,1,1,0,1,0,FALSE
"7502",0,0,1,0,0,0,0,FALSE
"7505",0,0,0,0,0,0,0,FALSE
"7507",0,0,1,0,1,1,1,FALSE
"7508",1,0,0,0,0,0,0,FALSE
"7509",0,0,0,1,0,0,0,FALSE
"7510",0,0,1,1,0,1,1,FALSE
"7511",0,1,1,1,1,0,0,FALSE
"7512",0,0,0,1,0,0,0,FALSE
"7516",0,0,0,1,0,0,0,FALSE
"7518",1,1,1,0,0,1,0,FALSE
"7521",0,0,0,1,0,0,0,FALSE
"7522",0,0,0,1,0,0,0,FALSE
"7523",0,0,0,0,0,0,0,FALSE
"7524",0,0,1,0,0,0,0,FALSE
"7525",0,0,0,1,0,0,0,FALSE
"7526",0,0,1,0,1,0,0,FALSE
"7527",0,0,0,1,0,0,0,FALSE
"7528",0,0,0,1,0,0,0,FALSE
"7529",0,0,1,1,0,0,0,FALSE
"7530",0,0,1,0,0,1,0,FALSE
"7531",0,0,0,0,0,0,0,FALSE
"7532",0,0,1,0,0,0,0,FALSE
"7533",0,0,0,0,0,0,0,FALSE
"7534",0,0,0,0,0,0,0,FALSE
"7535",0,0,0,0,0,0,0,FALSE
"7536",0,0,0,0,0,0,0,FALSE
"7537",1,0,1,1,1,1,1,FALSE
"7538",0,1,1,0,1,0,0,FALSE
"7540",1,1,1,1,0,1,1,TRUE
"7541",0,0,0,0,0,0,0,FALSE
"7543",0,0,0,0,0,0,0,FALSE
"7544",0,0,0,0,0,0,0,FALSE
"7545",0,0,1,0,0,0,0,FALSE
"7546",0,0,0,0,0,0,0,FALSE
"7547",0,1,1,1,0,0,0,FALSE
"7549",0,0,0,0,0,0,0,FALSE
"7554",0,0,0,1,0,0,0,FALSE
"7556",0,0,0,0,0,0,0,FALSE
"7559",0,1,1,1,1,0,1,FALSE
"7560",0,0,0,0,0,1,0,FALSE
"7561",0,0,1,1,1,1,1,FALSE
"7564",1,0,1,0,0,0,0,FALSE
"7565",0,0,0,0,0,0,0,FALSE
"7566",0,0,1,1,0,0,0,FALSE
"7567",0,0,1,0,0,0,0,FALSE
"7573",0,0,0,0,0,0,0,FALSE
"7574",0,0,0,0,0,1,0,FALSE
"7578",0,0,1,0,0,1,1,FALSE
"7579",0,1,1,0,0,0,1,TRUE
"7580",0,0,0,0,0,0,0,FALSE
"7581",0,0,1,1,0,0,0,FALSE
"7583",0,0,1,0,0,0,0,FALSE
"7584",0,0,0,0,0,0,0,FALSE
"7585",0,0,0,1,0,0,1,FALSE
"7586",0,0,0,0,0,0,0,FALSE
"7587",1,0,1,0,1,0,0,FALSE
"7589",0,1,1,0,0,1,1,FALSE
"7590",0,0,0,0,0,0,0,FALSE
"7591",0,0,0,0,0,0,0,FALSE
"7592",0,0,0,0,0,0,0,FALSE
"7593",0,0,0,0,0,0,1,FALSE
"7594",1,0,0,0,0,0,0,FALSE
"7595",0,0,0,0,0,0,0,FALSE
"7596",0,0,1,0,0,0,0,FALSE
"7598",0,0,1,0,0,0,0,FALSE
"7599",0,0,1,0,1,0,0,TRUE
"7600",0,0,0,0,0,0,0,FALSE
"7603",0,0,0,1,0,0,0,FALSE
"7604",0,0,0,0,0,0,0,FALSE
"7606",0,0,1,0,0,0,0,FALSE
"7607",0,0,1,0,0,1,0,FALSE
"7608",0,0,0,0,0,0,0,TRUE
"7609",0,0,0,0,0,0,0,FALSE
"7610",0,0,0,0,0,0,0,FALSE
"7611",0,0,0,0,0,0,0,FALSE
"7612",0,0,1,1,0,0,0,FALSE
"7613",0,0,0,0,0,1,0,FALSE
"7614",0,0,0,0,0,0,0,FALSE
"7615",0,0,0,0,0,0,0,FALSE
"7616",0,0,0,0,0,0,0,FALSE
"7619",1,0,0,1,0,0,0,FALSE
"7620",0,0,0,0,0,0,0,FALSE
"7621",0,0,0,0,0,0,0,FALSE
"7622",0,0,1,1,0,0,0,FALSE
"7623",0,0,1,0,0,0,0,TRUE
"7624",0,0,0,0,0,0,0,FALSE
"7625",1,1,1,0,1,0,0,FALSE
"7626",0,0,0,0,0,0,0,FALSE
"7627",0,0,0,0,0,0,0,FALSE
"7628",0,0,0,0,0,0,0,FALSE
"7629",0,0,1,0,0,0,0,FALSE
"7630",0,0,0,0,0,1,0,FALSE
"7631",0,1,1,0,0,1,1,FALSE
"7632",0,0,0,0,0,0,0,FALSE
"7633",0,0,1,0,0,1,0,FALSE
"7634",0,0,0,0,0,0,0,FALSE
"7635",0,0,0,0,0,0,0,FALSE
"7636",0,0,0,0,0,0,0,FALSE
"7637",0,1,1,1,1,0,0,FALSE
"7638",0,0,1,1,0,0,0,FALSE
"7639",0,0,0,0,0,0,0,FALSE
"7640",0,0,1,0,0,0,0,FALSE
"7641",0,0,0,0,0,1,0,FALSE
"7642",0,0,0,0,0,0,0,FALSE
"7643",0,0,1,1,0,0,0,FALSE
"7644",0,0,0,0,0,1,0,FALSE
"7645",0,0,0,0,0,0,0,FALSE
"7646",0,0,0,0,0,0,0,FALSE
"7647",0,0,1,0,0,1,1,FALSE
"7648",0,0,0,0,0,0,0,FALSE
"7649",0,0,0,1,0,0,0,FALSE
"7650",0,0,0,0,0,0,0,FALSE
"7651",1,1,1,0,0,1,0,FALSE
"7652",0,0,0,0,0,0,0,FALSE
"7653",0,0,0,0,0,0,0,FALSE
"7654",0,0,0,0,0,0,0,FALSE
"7655",0,0,0,0,0,0,1,FALSE
"7656",1,0,1,0,0,1,1,FALSE
"7657",0,0,0,0,0,0,0,FALSE
"7658",0,0,1,0,0,1,1,FALSE
"7659",0,0,0,0,0,0,0,FALSE
"7660",0,0,0,0,0,0,0,FALSE
"7661",0,0,0,0,0,0,0,FALSE
"7662",0,0,1,0,0,0,1,FALSE
"7663",0,0,0,0,0,0,0,FALSE
"7665",0,0,0,0,0,0,0,FALSE
"7666",0,0,0,0,0,1,1,FALSE
"7667",0,0,0,0,0,1,1,FALSE
"7668",0,0,0,0,0,1,0,FALSE
"7670",0,0,0,0,0,0,0,FALSE
"7671",0,0,0,0,0,0,0,FALSE
"7672",0,0,0,0,0,0,0,FALSE
"7673",0,0,0,0,0,0,0,FALSE
"7674",0,0,0,0,0,1,1,FALSE
"7675",0,0,0,0,0,0,0,FALSE
"7676",0,0,0,0,0,0,0,FALSE
"7677",1,0,0,1,0,0,0,FALSE
"7678",0,0,1,0,0,0,0,FALSE
"7679",0,0,0,0,0,0,0,FALSE
"7680",0,0,0,0,0,0,0,FALSE
"7681",0,0,0,0,0,0,0,FALSE
"7682",0,0,0,0,0,0,0,FALSE
"7683",0,0,0,0,0,0,1,FALSE
"7684",0,0,0,0,0,0,0,FALSE
"7685",0,0,1,0,0,0,0,FALSE
"7686",1,0,0,0,1,0,1,FALSE
"7687",0,0,1,0,1,0,1,FALSE
"7688",0,0,1,0,0,0,1,FALSE
"7689",0,0,0,0,1,0,1,FALSE
"7690",0,0,0,0,0,1,1,FALSE
"7691",0,0,0,0,0,0,0,FALSE
"7692",0,0,0,0,0,0,0,FALSE
"7693",0,0,0,0,0,0,0,FALSE
"7694",1,0,0,0,0,0,0,FALSE
"7695",0,0,0,0,1,0,0,FALSE
"7696",0,0,0,0,0,0,0,FALSE
"7697",0,0,0,0,0,0,0,FALSE
"7698",0,0,1,0,0,0,0,FALSE
"7699",0,0,0,0,0,1,1,FALSE
"7700",0,0,0,0,0,0,0,FALSE
"7701",0,0,0,0,1,0,0,FALSE
"7702",1,0,1,0,0,0,1,FALSE
"7703",0,0,0,0,0,0,0,FALSE
"7704",0,0,0,0,0,1,0,FALSE
"7705",0,0,0,0,0,0,0,FALSE
"7706",0,0,0,0,0,0,0,FALSE
"7707",1,0,1,0,0,0,0,FALSE
"7708",0,0,0,0,0,0,0,FALSE
"7709",0,0,0,0,0,0,0,FALSE
"7710",0,0,1,0,1,0,1,FALSE
"7711",0,0,0,0,0,0,0,FALSE
"7712",0,0,0,0,0,0,0,FALSE
"7713",0,0,1,0,0,1,0,FALSE
"7714",1,0,1,1,0,0,0,FALSE
"7715",1,0,1,0,0,0,0,FALSE
"7716",0,0,0,0,0,0,0,FALSE
"7717",1,0,1,0,0,1,0,FALSE
"7718",0,0,1,0,0,1,0,FALSE
"7719",0,0,1,1,0,1,1,FALSE
"7721",0,0,1,0,0,1,0,FALSE
"7722",0,0,0,0,0,1,0,FALSE
"7723",0,0,1,0,0,0,1,FALSE
"7724",0,0,1,0,0,1,1,FALSE
"7725",0,0,0,0,0,0,0,FALSE
"7726",0,0,0,0,0,0,0,FALSE
"7727",0,0,0,0,0,0,0,FALSE
"7728",0,0,0,0,0,0,0,FALSE
"7729",0,0,0,0,0,1,1,FALSE
"7730",0,0,0,0,0,0,0,FALSE
"7731",0,0,0,0,0,0,0,FALSE
"7732",0,0,0,0,0,0,0,FALSE
"7733",0,0,1,0,0,0,0,FALSE
"7734",0,0,1,0,0,0,0,FALSE
"7735",0,0,0,0,1,0,0,FALSE
"7736",0,0,1,0,0,1,1,FALSE
"7737",0,0,0,0,0,1,1,FALSE
"7738",0,0,0,0,0,0,0,FALSE
"7739",0,0,0,0,0,0,0,FALSE
"7740",0,0,0,0,1,0,0,FALSE
"7741",0,0,1,0,0,0,1,FALSE
"7742",0,0,0,0,0,0,1,FALSE
"7743",0,0,1,0,0,0,0,FALSE
"7744",0,0,0,0,0,0,0,FALSE
"7745",0,0,0,0,0,1,0,FALSE
"7746",0,0,0,0,0,0,0,FALSE
"7747",0,0,0,0,0,0,0,FALSE
"7748",0,0,0,0,0,0,0,FALSE
"7750",0,0,0,0,0,1,0,FALSE
"7751",0,0,0,0,0,0,0,FALSE
"7753",0,1,1,0,0,0,0,FALSE
"7754",0,0,0,0,0,0,0,FALSE
"7755",0,1,1,0,0,1,1,FALSE
"7756",0,0,0,0,0,0,0,FALSE
"7757",0,0,1,0,0,0,0,FALSE
"7758",1,0,1,0,0,0,0,FALSE
"7759",0,0,0,0,0,0,0,FALSE
"7760",0,0,0,0,0,0,0,FALSE
"7761",0,0,1,0,0,0,0,FALSE
"7763",0,0,0,0,0,0,1,FALSE
"7764",0,0,0,0,0,1,0,FALSE
"7766",0,0,0,0,0,0,0,FALSE
"7767",0,0,0,0,0,0,0,FALSE
"7768",0,0,0,0,0,0,0,FALSE
"7769",0,0,0,0,0,0,0,FALSE
"7770",0,0,0,0,0,1,1,FALSE
"7771",0,0,1,0,0,0,1,FALSE
"7772",1,0,1,0,0,0,0,FALSE
"7773",1,1,1,0,0,0,0,FALSE
"7774",0,0,0,0,0,0,0,FALSE
"7775",0,0,0,0,0,0,0,FALSE
"7776",0,0,0,0,0,0,0,FALSE
"7777",0,0,1,0,0,0,0,FALSE
"7778",1,0,0,0,0,0,0,FALSE
"7779",0,0,0,0,0,0,0,FALSE
"7781",0,0,0,0,0,0,0,FALSE
"7783",1,0,0,0,0,0,0,FALSE
"7784",1,0,1,0,0,0,0,FALSE
"7785",0,0,1,0,1,0,0,FALSE
"7786",0,0,0,0,0,0,1,FALSE
"7787",0,0,0,0,0,0,0,FALSE
"7789",0,0,0,0,0,0,1,FALSE
"7790",0,0,0,0,0,0,0,FALSE
"7791",0,0,0,1,0,0,0,FALSE
"7792",0,0,0,0,0,0,0,FALSE
"7793",0,0,0,0,0,0,0,FALSE
"7794",0,0,0,0,0,0,0,FALSE
"7795",0,0,0,0,0,0,0,FALSE
"7796",1,0,1,1,0,0,0,FALSE
"7797",0,0,0,0,0,0,0,FALSE
"7798",0,0,0,0,0,0,1,FALSE
"7800",1,0,0,0,0,1,0,FALSE
"7801",0,0,1,0,0,1,1,FALSE
"7803",0,0,1,0,0,0,0,FALSE
"7804",0,0,1,0,0,1,1,FALSE
"7805",0,0,1,0,0,1,0,FALSE
"7806",0,0,0,0,0,0,0,FALSE
"7808",0,0,0,0,0,1,0,FALSE
"7809",0,0,0,0,0,0,0,FALSE
"7810",0,0,0,0,0,0,0,FALSE
"7811",0,0,0,0,0,0,0,FALSE
"7812",0,1,1,1,0,0,1,FALSE
"7813",0,0,0,0,0,0,0,FALSE
"7814",0,1,0,0,0,1,0,FALSE
"7815",0,1,1,0,0,1,0,FALSE
"7817",0,0,1,0,0,0,0,FALSE
"7819",0,0,0,0,0,1,0,FALSE
"7821",0,0,0,1,0,0,0,FALSE
"7822",1,0,1,0,0,1,0,TRUE
"7824",1,0,1,1,0,1,0,FALSE
"7825",0,0,1,0,1,1,0,FALSE
"7826",0,0,1,1,0,1,0,FALSE
"7828",1,0,1,0,0,0,0,FALSE
"7829",0,0,0,1,0,0,0,FALSE
"7831",0,0,0,0,0,0,0,FALSE
"7832",0,0,0,1,0,0,0,FALSE
"7833",0,0,0,0,0,0,0,FALSE
"7834",0,0,0,0,0,0,0,FALSE
"7835",0,0,0,0,0,1,1,FALSE
"7836",0,0,1,1,0,1,1,FALSE
"7837",0,0,0,0,0,0,0,FALSE
"7838",0,0,0,0,0,0,0,FALSE
"7839",0,0,0,1,0,0,0,FALSE
"7840",0,0,0,0,0,0,0,FALSE
"7842",0,0,0,1,0,1,1,FALSE
"7843",0,0,1,1,0,0,0,FALSE
"7844",0,0,1,0,1,1,0,FALSE
"7845",0,0,1,0,0,1,0,FALSE
"7846",0,0,0,0,0,0,0,FALSE
"7847",0,0,0,0,0,0,0,FALSE
"7848",0,0,0,0,0,0,0,FALSE
"7849",0,0,0,0,0,0,0,FALSE
"7850",0,0,0,0,0,0,0,FALSE
"7852",1,1,1,1,1,1,1,FALSE
"7853",0,1,1,0,0,0,0,FALSE
"7854",0,0,1,0,0,0,0,FALSE
"7855",0,0,0,0,0,0,0,FALSE
"7856",0,0,0,1,1,0,0,FALSE
"7857",0,0,0,0,0,0,0,FALSE
"7858",0,0,0,0,0,0,0,FALSE
"7859",0,0,0,0,0,0,0,FALSE
"7860",0,0,0,0,0,0,0,FALSE
"7861",0,1,0,1,1,0,0,FALSE
"7862",0,0,0,0,0,0,0,FALSE
"7863",0,0,0,0,0,0,0,FALSE
